collection_frequency,hourly_collection_plan_id,provider,site,siteHierarchy_customer,siteHierarchy_customerSiteCode,siteHierarchy_priority,requests_count,enrichment_request_count,timeBox_startTime_date,timeBox_startTime_time,timeBox_endTime_date,timeBox_endTime_time,ownerSequence,customerCollection_id,customerCollection_customer,customerCollection_name,customerCollection_frequency,customerCollection_earliestStartTime,customerCollection_expectedDeliveryTime,customerCollection_hints,customerCollection_status,customerCollection_customerPackagingId,input_filename,input_reference,inputRequest_exists,timebox_startTime_date,timebox_startTime_time,timebox_endTime_date,timebox_endTime_time,row_count
daily,562,TP,1G,*,DY,3,1,0,20250507,2200,20250508,300,2,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,705
daily,562,TP,1G,*,DL,2,1,0,20250507,2200,20250508,300,1,103,SK,DP,daily,0,630,,active,1,DPsubscriptions2May2025.csv,33962,1,20250507,2200,20250508,300,57050
daily,562,TP,1G,*,DL,2,1,0,20250507,2200,20250508,300,2,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250507,2200,20250508,300,244
daily,563,TP,1G,*,DL,2,1,0,20250508,500,20250508,500,1,32,AA,Miles_Evening,daily,0,2359,,active,1,AA_M2.csv,32385,1,20250508,500,20250508,500,13856
daily,563,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,341805
daily,563,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,341805
daily,563,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,8496
daily,563,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,536
daily,563,TP,1G,*,DL,2,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,20530
daily,563,TP,1G,*,GDS,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,1458
daily,564,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,459588
daily,564,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,459588
daily,564,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,219822
daily,564,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250508,500,20250508,1000,10980
daily,564,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250508,500,20250508,1000,1400
daily,564,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B2.csv,31919,1,20250508,500,20250508,1000,200
daily,564,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,6372
daily,564,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250508,500,20250508,1000,96
daily,564,TP,1G,*,DL,2,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,16984
daily,564,TP,1G,*,GDS,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,558
daily,565,TP,1G,*,DL,2,1,0,20250508,700,20250508,1000,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250508,700,20250508,2200,2901
daily,565,TP,1G,*,DL,2,1,0,20250508,700,20250508,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250508,500,20250508,1000,2161
daily,565,TP,1G,*,DL,2,1,0,20250508,700,20250508,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250508,500,20250508,1000,740
daily,565,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,403087
daily,565,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,251168
daily,565,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,251168
daily,565,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250508,500,20250508,1000,28998
daily,565,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,6372
daily,565,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250508,500,20250508,1000,1512
daily,565,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250508,500,20250508,1000,3784
daily,565,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B2.csv,31919,1,20250508,500,20250508,1000,480
daily,565,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,47,Advito,Overnight,daily,0,850,,active,1,AFP 3victors scope_Feb 2025.csv,30052,1,20250508,400,20250508,1300,2
daily,565,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,2
daily,565,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250508,500,20250508,1000,96
daily,565,TP,1G,*,DL,2,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,16318
daily,565,TP,1G,*,GDS,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,540
daily,565,TP,1G,*,DL,2,1,0,20250508,700,20250508,700,1,60,GJ,AI_site_tests,daily,0,2359,,active,1,6_sites_ai_TEST_2023-03-30.csv,477,1,20250508,700,20250508,700,146
daily,565,TP,1G,*,DL,2,1,0,20250508,700,20250508,700,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,58
daily,566,TP,1G,*,DL,2,1,0,20250508,700,20250508,1000,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250508,700,20250508,2200,2468
daily,566,TP,1G,*,DL,2,1,0,20250508,700,20250508,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250508,500,20250508,1000,2468
daily,566,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,176295
daily,566,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,176295
daily,566,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,312471
daily,566,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250508,500,20250508,1000,1596
daily,566,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,4956
daily,566,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250508,500,20250508,1000,23620
daily,566,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250508,500,20250508,1000,1008
daily,566,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B2.csv,31919,1,20250508,500,20250508,1000,360
daily,566,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,47,Advito,Overnight,daily,0,850,,active,1,AFP 3victors scope_Feb 2025.csv,30052,1,20250508,400,20250508,1300,3
daily,566,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,3
daily,566,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250508,500,20250508,1000,516
daily,566,TP,1G,*,GDS,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,702
daily,566,TP,1G,*,DL,2,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,12005
daily,567,TP,1G,*,DL,2,1,0,20250508,700,20250508,1000,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250508,700,20250508,2200,2500
daily,567,TP,1G,*,DL,2,1,0,20250508,700,20250508,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250508,500,20250508,1000,2500
daily,567,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,318548
daily,567,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,179859
daily,567,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,179859
daily,567,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250508,500,20250508,1000,1064
daily,567,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250508,500,20250508,1000,24814
daily,567,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250508,500,20250508,1000,1938
daily,567,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B2.csv,31919,1,20250508,500,20250508,1000,380
daily,567,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,6372
daily,567,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,47,Advito,Overnight,daily,0,850,,active,1,AFP 3victors scope_Feb 2025.csv,30052,1,20250508,400,20250508,1300,9
daily,567,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,9
daily,567,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250508,500,20250508,1000,516
daily,568,TP,1G,*,DL,2,1,0,20250508,700,20250508,1000,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250508,700,20250508,2200,4471
daily,568,TP,1G,*,DL,2,1,0,20250508,700,20250508,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250508,500,20250508,1000,4471
daily,568,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,556132
daily,568,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,304993
daily,568,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250508,500,20250508,1000,304993
daily,568,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250508,500,20250508,1000,2580
daily,568,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,1,47,Advito,Overnight,daily,0,850,,active,1,AFP 3victors scope_Feb 2025.csv,30052,1,20250508,400,20250508,1300,78
daily,568,TP,1G,*,GDS,1,1,0,20250508,500,20250508,1000,2,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250508,500,20250508,1000,78
daily,568,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250508,500,20250508,1000,20712
daily,568,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250508,500,20250508,1000,1612
daily,568,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250508,500,20250508,1000,887
daily,568,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B2.csv,31919,1,20250508,500,20250508,1000,287
daily,568,TP,1G,*,DL,2,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,4248
daily,569,TP,1G,*,GDS,1,1,0,20250508,1000,20250508,1100,1,106,SmarterTravel,SmarterTravelDaily,daily,600,800,,active,1,20250311_10Market_Test.csv,31392,1,20250508,1000,20250508,1100,610
daily,570,TP,1G,*,GDS,1,1,0,20250508,400,20250508,1300,1,47,Advito,Overnight,daily,0,850,,active,1,AFP 3victors scope_Feb 2025.csv,30052,1,20250508,400,20250508,1300,85700
daily,571,TP,1G,*,GDS,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250508,2200,20250509,300,13698
daily,571,TP,1G,*,LO_GDS,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250508,2200,20250509,300,340
daily,571,TP,1G,*,DY,3,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,16888
daily,571,TP,1G,*,DY,3,1,0,20250508,2200,20250509,300,1,110,SK,SAS-DY-SK,daily,9,1059,,active,1,Subscription3VDomesticNOSE9AM.csv,33539,1,20250508,2200,20250509,900,418
daily,571,TP,1G,*,DY,3,1,0,20250508,2200,20250509,300,2,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,418
daily,571,TP,1G,*,DL,2,1,0,20250508,2200,20250509,300,1,103,SK,DP,daily,0,630,,active,1,DPsubscriptions2May2025.csv,33962,1,20250508,2200,20250509,300,46910
daily,571,TP,1G,*,DL,2,1,0,20250508,2200,20250509,300,2,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250508,2200,20250509,300,201
daily,572,TP,1G,*,DL,2,1,0,20250509,500,20250509,500,1,32,AA,Miles_Evening,daily,0,2359,,active,1,AA_M2.csv,32385,1,20250509,500,20250509,500,13856
daily,572,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250509,500,20250509,1000,341805
daily,572,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250509,500,20250509,1000,341805
daily,572,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,8496
daily,572,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,1,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250509,500,20250509,1000,536
daily,572,TP,1G,*,DL,2,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,20530
daily,572,TP,1G,*,GDS,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,1458
daily,573,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,1,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250509,500,20250509,1000,219824
daily,573,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250509,500,20250509,1000,459586
daily,573,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250509,500,20250509,1000,459586
daily,573,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250509,500,20250509,1000,10980
daily,573,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250509,500,20250509,1000,1400
daily,573,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B2.csv,31919,1,20250509,500,20250509,1000,200
daily,573,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,6372
daily,573,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250509,500,20250509,1000,96
daily,573,TP,1G,*,DL,2,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,16984
daily,573,TP,1G,*,GDS,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,558
daily,575,TP,1G,*,DL,2,1,0,20250509,700,20250509,1000,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,2468
daily,575,TP,1G,*,DL,2,1,0,20250509,700,20250509,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,2468
daily,575,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250509,500,20250509,1000,176278
daily,575,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_GDS_AA_20241009.csv,23478,1,20250509,500,20250509,1000,176278
daily,575,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,1,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250509,500,20250509,1000,312488
daily,575,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,4956
daily,575,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,23620
daily,575,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250509,500,20250509,1000,1596
daily,575,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250509,500,20250509,1000,1008
daily,575,TP,1G,*,DL,2,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B2.csv,31919,1,20250509,500,20250509,1000,360
daily,575,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,1,47,Advito,Overnight,daily,0,850,,active,1,AFP 3victors scope_Feb 2025.csv,30052,1,20250509,400,20250509,1300,3
daily,575,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,2,38,AA,GDS,daily,0,600,,active,1,AA_GDS.csv,28229,1,20250509,500,20250509,1000,3
daily,575,TP,1G,*,GDS,1,1,0,20250509,500,20250509,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250509,500,20250509,1000,516
daily,575,TP,1G,*,GDS,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,702
daily,575,TP,1G,*,DL,2,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,12005
daily,578,TP,1G,*,GDS,1,1,0,20250509,1000,20250509,1100,1,106,SmarterTravel,SmarterTravelDaily,daily,600,800,,active,1,20250311_10Market_Test.csv,31392,1,20250509,1000,20250509,1100,610
daily,581,Ingest-Southwest,WN,*,WN,1,1,0,20250508,500,20250508,500,1,91,AA,WN_Daily,daily,0,2359,,active,1,AA_WN_09DEC2024 (1).csv,26409,1,20250508,500,20250508,500,7200
daily,582,Ingest-Southwest,WN,*,WN,1,1,0,20250508,700,20250508,800,1,107,ADB,DL_Test,daily,0,1230,,active,1,DL_POC_2.csv,31559,1,20250508,700,20250508,1800,3420
daily,582,Ingest-Southwest,WN,*,WN,1,1,0,20250508,700,20250508,800,2,111,DL,DL_POC_2,daily,0,530,,active,1,DL_POC_2.csv,31647,1,20250508,400,20250508,800,3178
daily,582,Ingest-Southwest,WN,*,WN,1,1,0,20250508,700,20250508,800,2,104,UA,UA_WN,daily,0,900,,active,1,UA_WN_0312.csv,31364,1,20250508,500,20250508,1300,242
daily,582,Ingest-Southwest,WN,*,WN,1,1,0,20250508,700,20250508,800,3,111,DL,DL_POC_2,daily,0,530,,active,1,DL_POC_2.csv,31647,1,20250508,400,20250508,800,242
daily,583,Ingest-Southwest,WN,*,WN,1,1,0,20250508,400,20250508,900,1,99,DL,WN_POC,daily,0,630,,active,1,DL WN POC.csv,29721,1,20250508,400,20250508,900,5082
